from,to,interaction_type
RIMS1,C00780,protein-small_molecule
RIMS1,C00547,protein-small_molecule
PPIG_S397,PPIG,phosphosite-protein
CCNK_S324,CCNK,phosphosite-protein
CCNK_S324,CCNK,phosphosite-protein
CCNK_S324,CCNK,phosphosite-protein
AKAP12_T597,AKAP12,phosphosite-protein
KCNA1,C00238,protein-small_molecule
KCNA1,C00238,protein-small_molecule
PRDM2_S643,PRDM2,phosphosite-protein
PRDM2_S643,PRDM2,phosphosite-protein
PRDM2_S643,PRDM2,phosphosite-protein
CTNNA3_S637,CTNNA3,phosphosite-protein
ACLY,C00116,protein-small_molecule
ACLY,C00116,protein-small_molecule
ACLY,C00002,protein-small_molecule
ACLY,C00008,protein-small_molecule
ACLY,C00010,protein-small_molecule
ACLY,C00024,protein-small_molecule
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
RPS6KA4_S343,RPS6KA4,phosphosite-protein
DPYSL3_S522,DPYSL3,phosphosite-protein
DPYSL3_S522,DPYSL3,phosphosite-protein
CDK13_T871,CDK13,phosphosite-protein
PPIG_T611,PPIG,phosphosite-protein
RTN4_S184,RTN4,phosphosite-protein
HCN2,C00238,protein-small_molecule
HCN2,C00238,protein-small_molecule
HCN2,C01330,protein-small_molecule
HCN2,C01330,protein-small_molecule
FTH1_S183,FTH1,phosphosite-protein
ACTB_S233,ACTB,phosphosite-protein
ACTB_S233,ACTB,phosphosite-protein
ACTB_S233,ACTB,phosphosite-protein
ACTB_S233,ACTB,phosphosite-protein
PPIG_S415,PPIG,phosphosite-protein
NCOR2_S152,NCOR2,phosphosite-protein
NCOR2_S149,NCOR2,phosphosite-protein
NCOR2_S152,NCOR2,phosphosite-protein
NCOR2_S149,NCOR2,phosphosite-protein
NCOR2_S152,NCOR2,phosphosite-protein
NCOR2_S149,NCOR2,phosphosite-protein
NCOR2_S152,NCOR2,phosphosite-protein
NCOR2_S149,NCOR2,phosphosite-protein
NCOR2_S152,NCOR2,phosphosite-protein
MARCKSL1_S104,MARCKSL1,phosphosite-protein
MARCKSL1_S104,MARCKSL1,phosphosite-protein
MARCKSL1_S104,MARCKSL1,phosphosite-protein
MARCKSL1_S104,MARCKSL1,phosphosite-protein
L1CAM_S1244,L1CAM,phosphosite-protein
L1CAM_S1244,L1CAM,phosphosite-protein
L1CAM_S1244,L1CAM,phosphosite-protein
ADD2_S604,ADD2,phosphosite-protein
ASMTL_S21,ASMTL,phosphosite-protein
DPYSL3_T507,DPYSL3,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
RPS6KA4_S347,RPS6KA4,phosphosite-protein
HDLBP_S944,HDLBP,phosphosite-protein
CNP_S22,CNP,phosphosite-protein
L1CAM_T1247,L1CAM,phosphosite-protein
L1CAM_T1247,L1CAM,phosphosite-protein
PRKCA,C00076,protein-small_molecule
PRKCA,C00076,protein-small_molecule
PRKCA,C01328,protein-small_molecule
PRKCA,C01328,protein-small_molecule
PRKCA,C11238,protein-small_molecule
PRKCA,C11238,protein-small_molecule
PRKCA,C02236,protein-small_molecule
PRKCA,C00951,protein-small_molecule
PRKCA,C00002,protein-small_molecule
PRKCA,C00008,protein-small_molecule
PRKCA,C07441,protein-small_molecule
PRKCA,C00044,protein-small_molecule
PRKCA,C00035,protein-small_molecule
PRKCA,C02477,protein-small_molecule
PRKCA,C05151,protein-small_molecule
PRKCA,C07313,protein-small_molecule
PRKCA,C01245,protein-small_molecule
PRKCA,C09155,protein-small_molecule
PRKCA,C00219,protein-small_molecule
PRKCA,C03582,protein-small_molecule
IGF2R_S2409,IGF2R,phosphosite-protein
IGF2R_S2409,IGF2R,phosphosite-protein
IGF2R_S2409,IGF2R,phosphosite-protein
CDH10_S784,CDH10,phosphosite-protein
CGN_S338,CGN,phosphosite-protein
STMN3_S60,STMN3,phosphosite-protein
MAP3K11_S705,MAP3K11,phosphosite-protein
MAP3K11_S705,MAP3K11,phosphosite-protein
MAP3K11_S705,MAP3K11,phosphosite-protein
MAP3K11_S705,MAP3K11,phosphosite-protein
MAP3K11_S705,MAP3K11,phosphosite-protein
NAP1L4_S54,NAP1L4,phosphosite-protein
NAP1L4_S54,NAP1L4,phosphosite-protein
SLC24A2,C00076,protein-small_molecule
SLC24A2,C00076,protein-small_molecule
SLC24A2,C00238,protein-small_molecule
SLC24A2,C00238,protein-small_molecule
SLC24A2,C01330,protein-small_molecule
SLC24A2,C01330,protein-small_molecule
HDAC1_S393,HDAC1,phosphosite-protein
HDAC1_S393,HDAC1,phosphosite-protein
HDAC1_S393,HDAC1,phosphosite-protein
ARHGEF2,C00044,protein-small_molecule
ARHGEF2,C00035,protein-small_molecule
ARHGEF2,MAP3K11,protein-protein
PPME1_T242,PPME1,phosphosite-protein
AKT1S1,C00002,protein-small_molecule
AKT1S1,C00008,protein-small_molecule
CDK11B_T595,CDK11B,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
ACTB_S232,ACTB,phosphosite-protein
CAMK2B,C00076,protein-small_molecule
CAMK2B,C00076,protein-small_molecule
CAMK2B,C00302,protein-small_molecule
CAMK2B,C00305,protein-small_molecule
CAMK2B,C00305,protein-small_molecule
CAMK2B,C01330,protein-small_molecule
CAMK2B,C01330,protein-small_molecule
CAMK2B,C00002,protein-small_molecule
CAMK2B,C00008,protein-small_molecule
CAMK2B,C00044,protein-small_molecule
CAMK2B,C00035,protein-small_molecule
CAMK2B,C01245,protein-small_molecule
TAGLN2_S163,TAGLN2,phosphosite-protein
TAGLN2_S163,TAGLN2,phosphosite-protein
CLTC_S1494,CLTC,phosphosite-protein
FTH1_S179,FTH1,phosphosite-protein
USP11_S948,USP11,phosphosite-protein
RPH3A_S692,RPH3A,phosphosite-protein
RPH3A_S692,RPH3A,phosphosite-protein
RPH3A_S692,RPH3A,phosphosite-protein
RPH3A_S692,RPH3A,phosphosite-protein
KCNQ2,C00076,protein-small_molecule
KCNQ2,C00076,protein-small_molecule
KCNQ2,C00238,protein-small_molecule
KCNQ2,C00238,protein-small_molecule
KCNQ2,C13780,protein-small_molecule
KCNQ2,C13780,protein-small_molecule
ANKRD17_S2044,ANKRD17,phosphosite-protein
NAP1L1_S69,NAP1L1,phosphosite-protein
SEC31A_S799,SEC31A,phosphosite-protein
VPS13D_S1724,VPS13D,phosphosite-protein
XRCC1,C06911,protein-small_molecule
SSR3_S11,SSR3,phosphosite-protein
SON_S2009,SON,phosphosite-protein
ATP1A1_T226,ATP1A1,phosphosite-protein
ATP1A1_T226,ATP1A1,phosphosite-protein
ATP2B2_T1241,ATP2B2,phosphosite-protein
L1CAM_S1243,L1CAM,phosphosite-protein
L1CAM_S1243,L1CAM,phosphosite-protein
L1CAM_S1243,L1CAM,phosphosite-protein
GORASP2_T415,GORASP2,phosphosite-protein
GORASP2_T415,GORASP2,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
VIM_S325,VIM,phosphosite-protein
USP20_S132,USP20,phosphosite-protein
L1CAM_S1248,L1CAM,phosphosite-protein
L1CAM_S1248,L1CAM,phosphosite-protein
L1CAM_S1248,L1CAM,phosphosite-protein
L1CAM_S1248,L1CAM,phosphosite-protein
CNKSR2_S908,CNKSR2,phosphosite-protein
SON_S2011,SON,phosphosite-protein
EMSY_S209,EMSY,phosphosite-protein
NAP1L4_S121,NAP1L4,phosphosite-protein
NAP1L4_S121,NAP1L4,phosphosite-protein
FEZ1_S58,FEZ1,phosphosite-protein
FEZ1_S58,FEZ1,phosphosite-protein
FEZ1_S58,FEZ1,phosphosite-protein
CTR9_S970,CTR9,phosphosite-protein
CTR9_S970,CTR9,phosphosite-protein
PDE7B_S74,PDE7B,phosphosite-protein
PDE7B_S74,PDE7B,phosphosite-protein
PDE7B_S74,PDE7B,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
BAD_S118,BAD,phosphosite-protein
FTH1_T175,FTH1,phosphosite-protein
AKAP12_S598,AKAP12,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
PDHA1_S232,PDHA1,phosphosite-protein
HERC2_S4814,HERC2,phosphosite-protein
HERC2_S4814,HERC2,phosphosite-protein
KAT7_S57,KAT7,phosphosite-protein
TAF12_S51,TAF12,phosphosite-protein
TAF12_S51,TAF12,phosphosite-protein
PPIG_S413,PPIG,phosphosite-protein
PI4K2A_S47,PI4K2A,phosphosite-protein
SPHK2_S107,SPHK2,phosphosite-protein
RTN4_S182,RTN4,phosphosite-protein
STMN3_S73,STMN3,phosphosite-protein
RTN4,C00305,protein-small_molecule
RTN4,C00305,protein-small_molecule
RTN4,C00044,protein-small_molecule
RTN4,C00035,protein-small_molecule
SUB1_S11,SUB1,phosphosite-protein
SUB1_S11,SUB1,phosphosite-protein
PGAM1_S118,PGAM1,phosphosite-protein
TRA2B_S99,TRA2B,phosphosite-protein
TPPP_S45,TPPP,phosphosite-protein
RSF1_S1375,RSF1,phosphosite-protein
IGF2R_S2484,IGF2R,phosphosite-protein
IGF2R_S2484,IGF2R,phosphosite-protein
RBM8A_S168,RBM8A,phosphosite-protein
FGFR3,C00282,protein-small_molecule
FGFR3,C00282,protein-small_molecule
FGFR3,C00002,protein-small_molecule
FGFR3,C00008,protein-small_molecule
SPTBN1_T2331,SPTBN1,phosphosite-protein
SPTBN1_T2331,SPTBN1,phosphosite-protein
CCNK_S340,CCNK,phosphosite-protein
CCNK_S340,CCNK,phosphosite-protein
CCNK_S340,CCNK,phosphosite-protein
PRKAB1_S108,PRKAB1,phosphosite-protein
PRKAB1_S108,PRKAB1,phosphosite-protein
NAGK_S76,NAGK,phosphosite-protein
NAGK_S76,NAGK,phosphosite-protein
LRRC4C_S631,LRRC4C,phosphosite-protein
SPTBN1_S257,SPTBN1,phosphosite-protein
SPTBN1_S257,SPTBN1,phosphosite-protein
RRAS_S201,RRAS,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
RPS6KA4_S682,RPS6KA4,phosphosite-protein
CBX3_S97,CBX3,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
VIM_S39,VIM,phosphosite-protein
MAP4K2_S328,MAP4K2,phosphosite-protein
MAP2_T146,MAP2,phosphosite-protein
MAP2_T146,MAP2,phosphosite-protein
MAP2_T146,MAP2,phosphosite-protein
MAP2_T146,MAP2,phosphosite-protein
VIM_T436,VIM,phosphosite-protein
VIM_T436,VIM,phosphosite-protein
VIM_T436,VIM,phosphosite-protein
VIM_T436,VIM,phosphosite-protein
PKN2_T958,PKN2,phosphosite-protein
APLP2_T736,APLP2,phosphosite-protein
APLP2_T736,APLP2,phosphosite-protein
APLP2_T736,APLP2,phosphosite-protein
APLP2_T736,APLP2,phosphosite-protein
ACTB_T203,ACTB,phosphosite-protein
ACTB_T203,ACTB,phosphosite-protein
ACTB_T203,ACTB,phosphosite-protein
ACTB_T203,ACTB,phosphosite-protein
ACTB_T203,ACTB,phosphosite-protein
RCAN1_S163,RCAN1,phosphosite-protein
RCAN1_S163,RCAN1,phosphosite-protein
RCAN1_S163,RCAN1,phosphosite-protein
RCAN1_S163,RCAN1,phosphosite-protein
RCAN1_S163,RCAN1,phosphosite-protein
GORASP1_S241,GORASP1,phosphosite-protein
GORASP1_S241,GORASP1,phosphosite-protein
ATP1A1_S228,ATP1A1,phosphosite-protein
ATP1A1_S228,ATP1A1,phosphosite-protein
BLVRA_S237,BLVRA,phosphosite-protein
ATP1A1_T219,ATP1A1,phosphosite-protein
YAP1_S109,YAP1,phosphosite-protein
YAP1_S109,YAP1,phosphosite-protein
YAP1_S109,YAP1,phosphosite-protein
CCNL1_S342,CCNL1,phosphosite-protein
JUND_S251,JUND,phosphosite-protein
PITPNM1_S300,PITPNM1,phosphosite-protein
STARD10_S284,STARD10,phosphosite-protein
ADCY9_S364,ADCY9,phosphosite-protein
ADCY9_S364,ADCY9,phosphosite-protein
NTRK3_S561,NTRK3,phosphosite-protein
NTRK3_S561,NTRK3,phosphosite-protein
SV2A_S81,SV2A,phosphosite-protein
EPHB1,C00282,protein-small_molecule
EPHB1,C00282,protein-small_molecule
EPHB1,C00002,protein-small_molecule
EPHB1,C00008,protein-small_molecule
BCAM_S598,BCAM,phosphosite-protein
BCAM_S598,BCAM,phosphosite-protein
SPTBN1_S2128,SPTBN1,phosphosite-protein
SPTBN1_S2128,SPTBN1,phosphosite-protein
CALD1,C00076,protein-small_molecule
CALD1,C00076,protein-small_molecule
CALD1,C00002,protein-small_molecule
CALD1,C00008,protein-small_molecule
PACS1_S781,PACS1,phosphosite-protein
QDPR_S223,QDPR,phosphosite-protein
HUWE1_S1907,HUWE1,phosphosite-protein
GLUL,C00014,protein-small_molecule
GLUL,C00014,protein-small_molecule
GLUL,C00302,protein-small_molecule
GLUL,C00002,protein-small_molecule
GLUL,C00064,protein-small_molecule
GLUL,C00008,protein-small_molecule
CERS4_S349,CERS4,phosphosite-protein
NAP1L4_S125,NAP1L4,phosphosite-protein
NAP1L4_S125,NAP1L4,phosphosite-protein
HERC1_S1428,HERC1,phosphosite-protein
PFKFB2_S466,PFKFB2,phosphosite-protein
PFKFB2_S466,PFKFB2,phosphosite-protein
PFKFB2_S466,PFKFB2,phosphosite-protein
PFKFB2_S466,PFKFB2,phosphosite-protein
PKN2_T816,PKN2,phosphosite-protein
PKN2_T816,PKN2,phosphosite-protein
PKN2_T816,PKN2,phosphosite-protein
PKN2_T816,PKN2,phosphosite-protein
PKN2_T816,PKN2,phosphosite-protein
PPP1R14A_S12,PPP1R14A,phosphosite-protein
PPP1R14A_S12,PPP1R14A,phosphosite-protein
PPP1R14A_S12,PPP1R14A,phosphosite-protein
PPP1R14A_S12,PPP1R14A,phosphosite-protein
PPP1R14A_S12,PPP1R14A,phosphosite-protein
RB1_S37,RB1,phosphosite-protein
RB1_S37,RB1,phosphosite-protein
RB1_S37,RB1,phosphosite-protein
RB1_S37,RB1,phosphosite-protein
CD2AP_S510,CD2AP,phosphosite-protein
CD2AP_S510,CD2AP,phosphosite-protein
SON_S2013,SON,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
VIM_S55,VIM,phosphosite-protein
HCN2_S779,HCN2,phosphosite-protein
HERC2_S1942,HERC2,phosphosite-protein
TAOK1_T669,TAOK1,phosphosite-protein
TAOK1_T669,TAOK1,phosphosite-protein
TAOK1_T669,TAOK1,phosphosite-protein
PDCL_S25,PDCL,phosphosite-protein
PDCL_S25,PDCL,phosphosite-protein
SYT4_S135,SYT4,phosphosite-protein
RSRC2_S222,RSRC2,phosphosite-protein
ABLIM1_S452,ABLIM1,phosphosite-protein
CRIP2_S115,CRIP2,phosphosite-protein
XPC_S883,XPC,phosphosite-protein
XPC_S883,XPC,phosphosite-protein
TAGLN_S181,TAGLN,phosphosite-protein
TAGLN_S181,TAGLN,phosphosite-protein
TAGLN_S181,TAGLN,phosphosite-protein
PHGDH_T57,PHGDH,phosphosite-protein
SV2A_T84,SV2A,phosphosite-protein
KRT2_S62,KRT2,phosphosite-protein
SV2A_S80,SV2A,phosphosite-protein
SPTBN1_S2160,SPTBN1,phosphosite-protein
SPTBN1_S2160,SPTBN1,phosphosite-protein
COX4I1_S58,COX4I1,phosphosite-protein
COX4I1_S58,COX4I1,phosphosite-protein
OSBP_S240,OSBP,phosphosite-protein
OSBP_S240,OSBP,phosphosite-protein
BLVRA_S230,BLVRA,phosphosite-protein
BLVRA_S230,BLVRA,phosphosite-protein
BLVRA_S230,BLVRA,phosphosite-protein
BLVRA_S230,BLVRA,phosphosite-protein
ADCY9_S365,ADCY9,phosphosite-protein
EP300_T887,EP300,phosphosite-protein
EP300_T887,EP300,phosphosite-protein
EP300_T887,EP300,phosphosite-protein
EP300_T887,EP300,phosphosite-protein
EP300_T887,EP300,phosphosite-protein
MCRIP1_S21,MCRIP1,phosphosite-protein
MCRIP1_S21,MCRIP1,phosphosite-protein
AHNAK2_S280,AHNAK2,phosphosite-protein
SLC2A1_T478,SLC2A1,phosphosite-protein
SLC2A1_T478,SLC2A1,phosphosite-protein
SLC2A1_T478,SLC2A1,phosphosite-protein
SLC2A1_T478,SLC2A1,phosphosite-protein
MDC1_S299,MDC1,phosphosite-protein
AKAP6_S1073,AKAP6,phosphosite-protein
SUB1_S12,SUB1,phosphosite-protein
SUB1_S12,SUB1,phosphosite-protein
SUB1_S12,SUB1,phosphosite-protein
SLC4A4_S1026,SLC4A4,phosphosite-protein
ADD2_S11,ADD2,phosphosite-protein
CERS4_S347,CERS4,phosphosite-protein
NKTR_S379,NKTR,phosphosite-protein
LYST_S2124,LYST,phosphosite-protein
PHGDH_S55,PHGDH,phosphosite-protein
CLTC_Y1487,CLTC,phosphosite-protein
AKAP12_T285,AKAP12,phosphosite-protein
HDAC1_S421,HDAC1,phosphosite-protein
HDAC1_S423,HDAC1,phosphosite-protein
HDAC1_S421,HDAC1,phosphosite-protein
HDAC1_S423,HDAC1,phosphosite-protein
HDAC1_S421,HDAC1,phosphosite-protein
HDAC1_S423,HDAC1,phosphosite-protein
CKB_S285,CKB,phosphosite-protein
CKB_S285,CKB,phosphosite-protein
DEK_S306,DEK,phosphosite-protein
DEK_S307,DEK,phosphosite-protein
DEK_S306,DEK,phosphosite-protein
DEK_S307,DEK,phosphosite-protein
PACS2_S437,PACS2,phosphosite-protein
PACS1_S779,PACS1,phosphosite-protein
PACS1_S779,PACS1,phosphosite-protein
DPYSL3_T514,DPYSL3,phosphosite-protein
SUB1_S15,SUB1,phosphosite-protein
SUB1_S15,SUB1,phosphosite-protein
FSCN1_S39,FSCN1,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
LIPE_S855,LIPE,phosphosite-protein
GPI_T109,GPI,phosphosite-protein
SPTBN1_T2159,SPTBN1,phosphosite-protein
SPTBN1_T2159,SPTBN1,phosphosite-protein
SPTBN1_T2159,SPTBN1,phosphosite-protein
CAP1_T307,CAP1,phosphosite-protein
KCNIP3_S63,KCNIP3,phosphosite-protein
KCNIP3_S63,KCNIP3,phosphosite-protein
STMN2_S73,STMN2,phosphosite-protein
STMN2_S73,STMN2,phosphosite-protein
STMN2_S73,STMN2,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
MYL9_S20,MYL9,phosphosite-protein
CLTC_T394,CLTC,phosphosite-protein
CLTC_T394,CLTC,phosphosite-protein
SPTBN1_S2048,SPTBN1,phosphosite-protein
SPTBN1_S2048,SPTBN1,phosphosite-protein
PDLIM7_S217,PDLIM7,phosphosite-protein
PDLIM7_S217,PDLIM7,phosphosite-protein
PDLIM7_S217,PDLIM7,phosphosite-protein
PDLIM7_S217,PDLIM7,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
MAP2_S140,MAP2,phosphosite-protein
DEK_S303,DEK,phosphosite-protein
DEK_S303,DEK,phosphosite-protein
MEF2C,C00076,protein-small_molecule
MEF2C,C00076,protein-small_molecule
MEF2C,C00002,protein-small_molecule
MEF2C,C00008,protein-small_molecule
MEF2C,C00044,protein-small_molecule
MEF2C,MEF2A,protein-protein
MEF2C,NCOA2,protein-protein
EIF2B5_S544,EIF2B5,phosphosite-protein
EIF2B5_S544,EIF2B5,phosphosite-protein
PTDSS2_S16,PTDSS2,phosphosite-protein
PTDSS2_S16,PTDSS2,phosphosite-protein
M6PR_S267,M6PR,phosphosite-protein
CALD1_S202,CALD1,phosphosite-protein
AKAP12_S557,AKAP12,phosphosite-protein
RUSC1_S720,RUSC1,phosphosite-protein
PNKP,C00002,protein-small_molecule
PNKP,C00008,protein-small_molecule
CDK12_T893,CDK12,phosphosite-protein
RGS19_S97,RGS19,phosphosite-protein
SIK2_S358,SIK2,phosphosite-protein
INA_S496,INA,phosphosite-protein
MAP2_S136,MAP2,phosphosite-protein
MAP2_S136,MAP2,phosphosite-protein
MAP2_S136,MAP2,phosphosite-protein
MAP2_S136,MAP2,phosphosite-protein
HSF1_S303,HSF1,phosphosite-protein
HSF1_S303,HSF1,phosphosite-protein
HSF1_S303,HSF1,phosphosite-protein
HSF1_S303,HSF1,phosphosite-protein
VIM_S420,VIM,phosphosite-protein
VIM_S420,VIM,phosphosite-protein
LATS1,C00002,protein-small_molecule
LATS1,C00008,protein-small_molecule
LATS1,YAP1,protein-protein
PACSIN2_S399,PACSIN2,phosphosite-protein
HCN2_S146,HCN2,phosphosite-protein
HSF1_S314,HSF1,phosphosite-protein
HSF1_S314,HSF1,phosphosite-protein
HSF1_S314,HSF1,phosphosite-protein
HSF1_S314,HSF1,phosphosite-protein
HMGCS1,C00282,protein-small_molecule
HMGCS1,C00282,protein-small_molecule
HMGCS1,C01328,protein-small_molecule
HMGCS1,C01328,protein-small_molecule
HMGCS1,C00249,protein-small_molecule
HMGCS1,C00249,protein-small_molecule
HMGCS1,C00005,protein-small_molecule
HMGCS1,C00006,protein-small_molecule
HMGCS1,C00010,protein-small_molecule
HMGCS1,C00024,protein-small_molecule
HMGCS1,C00219,protein-small_molecule
HMGCS1,C06428,protein-small_molecule
HMGCS1,C01595,protein-small_molecule
HMGCS1,C06427,protein-small_molecule
PPIG_S744,PPIG,phosphosite-protein
PPIG_S745,PPIG,phosphosite-protein
LARP1_S225,LARP1,phosphosite-protein
SPTBN1_S446,SPTBN1,phosphosite-protein
DPYSL3_S518,DPYSL3,phosphosite-protein
STMN3_S68,STMN3,phosphosite-protein
STMN3_S68,STMN3,phosphosite-protein
FNIP1_S760,FNIP1,phosphosite-protein
FNIP1_S760,FNIP1,phosphosite-protein
NUCKS1_T202,NUCKS1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
SLC9A3R1_S162,SLC9A3R1,phosphosite-protein
DAXX_S739,DAXX,phosphosite-protein
DAXX_S739,DAXX,phosphosite-protein
DAXX_S739,DAXX,phosphosite-protein
TACC2_S2226,TACC2,phosphosite-protein
SPHK2_S399,SPHK2,phosphosite-protein
SPHK2_S399,SPHK2,phosphosite-protein
